Date,Cases,Incidence
2007-04-21,3,2.20588E-07
2007-04-22,4,2.94118E-07
2007-04-23,8,5.88235E-07
2007-04-24,5,3.67647E-07
2007-04-25,5,3.67647E-07
2007-04-26,2,1.47059E-07
2007-04-27,9,6.61765E-07
2007-04-28,4,2.94118E-07
2007-04-29,3,2.20588E-07
2007-04-30,3,2.20588E-07
2007-05-01,13,9.55882E-07
2007-05-02,8,5.88235E-07
2007-05-03,4,2.94118E-07
2007-05-04,10,7.35294E-07
2007-05-05,8,5.88235E-07
2007-05-06,3,2.20588E-07
2007-05-07,10,7.35294E-07
2007-05-08,13,9.55882E-07
2007-05-09,3,2.20588E-07
2007-05-10,9,6.61765E-07
2007-05-11,7,5.14706E-07
2007-05-12,6,4.41176E-07
2007-05-13,7,5.14706E-07
2007-05-14,2,1.47059E-07
2007-05-15,6,4.41176E-07
2007-05-16,2,1.47059E-07
2007-05-17,5,3.67647E-07
2007-05-18,4,2.94118E-07
2007-05-19,8,5.88235E-07
2007-05-20,5,3.67647E-07
2007-05-21,6,4.41176E-07
2007-05-22,10,7.35294E-07
2007-05-23,4,2.94118E-07
2007-05-24,9,6.61765E-07
2007-05-25,9,6.61765E-07
2007-05-26,9,6.61765E-07
2007-05-27,10,7.35294E-07
2007-05-28,14,1.02941E-06
2007-05-29,13,9.55882E-07
2007-05-30,12,8.82353E-07
2007-05-31,3,2.20588E-07
2007-06-01,14,1.02941E-06
2007-06-02,4,2.94118E-07
2007-06-03,11,8.08824E-07
2007-06-04,13,9.55882E-07
2007-06-05,12,8.82353E-07
2007-06-06,12,8.82353E-07
2007-06-07,9,6.61765E-07
2007-06-08,15,1.10294E-06
2007-06-09,10,7.35294E-07
2007-06-10,12,8.82353E-07
2007-06-11,14,1.02941E-06
2007-06-12,11,8.08824E-07
2007-06-13,8,5.88235E-07
2007-06-14,14,1.02941E-06
2007-06-15,12,8.82353E-07
2007-06-16,12,8.82353E-07
2007-06-17,10,7.35294E-07
2007-06-18,16,1.17647E-06
2007-06-19,6,4.41176E-07
2007-06-20,10,7.35294E-07
2007-06-21,12,8.82353E-07
2007-06-22,7,5.14706E-07
2007-06-23,14,1.02941E-06
2007-06-24,5,3.67647E-07
2007-06-25,12,8.82353E-07
2007-06-26,20,1.47059E-06
2007-06-27,10,7.35294E-07
2007-06-28,16,1.17647E-06
2007-06-29,13,9.55882E-07
2007-06-30,11,8.08824E-07
2007-07-01,19,1.39706E-06
2007-07-02,13,9.55882E-07
2007-07-03,18,1.32353E-06
2007-07-04,15,1.10294E-06
2007-07-05,19,1.39706E-06
2007-07-06,19,1.39706E-06
2007-07-07,25,1.83824E-06
2007-07-08,18,1.32353E-06
2007-07-09,20,1.47059E-06
2007-07-10,32,2.35294E-06
2007-07-11,12,8.82353E-07
2007-07-12,18,1.32353E-06
2007-07-13,27,1.98529E-06
2007-07-14,20,1.47059E-06
2007-07-15,16,1.17647E-06
2007-07-16,19,1.39706E-06
2007-07-17,19,1.39706E-06
2007-07-18,11,8.08824E-07
2007-07-19,16,1.17647E-06
2007-07-20,15,1.10294E-06
2007-07-21,12,8.82353E-07
2007-07-22,11,8.08824E-07
2007-07-23,24,1.76471E-06
2007-07-24,13,9.55882E-07
2007-07-25,21,1.54412E-06
2007-07-26,24,1.76471E-06
2007-07-27,10,7.35294E-07
2007-07-28,7,5.14706E-07
2007-07-29,12,8.82353E-07
2007-07-30,17,0.00000125
2007-07-31,19,1.39706E-06
2007-08-01,18,1.32353E-06
2007-08-02,9,6.61765E-07
2007-08-03,15,1.10294E-06
2007-08-04,7,5.14706E-07
2007-08-05,8,5.88235E-07
2007-08-06,15,1.10294E-06
2007-08-07,19,1.39706E-06
2007-08-08,20,1.47059E-06
2007-08-09,14,1.02941E-06
2007-08-10,16,1.17647E-06
2007-08-11,16,1.17647E-06
2007-08-12,8,5.88235E-07
2007-08-13,24,1.76471E-06
2007-08-14,13,9.55882E-07
2007-08-15,13,9.55882E-07
2007-08-16,13,9.55882E-07
2007-08-17,13,9.55882E-07
2007-08-18,10,7.35294E-07
2007-08-19,6,4.41176E-07
2007-08-20,18,1.32353E-06
2007-08-21,10,7.35294E-07
2007-08-22,12,8.82353E-07
2007-08-23,11,8.08824E-07
2007-08-24,11,8.08824E-07
2007-08-25,7,5.14706E-07
2007-08-26,10,7.35294E-07
2007-08-27,12,8.82353E-07
2007-08-28,14,1.02941E-06
2007-08-29,15,1.10294E-06
2007-08-30,15,1.10294E-06
2007-08-31,10,7.35294E-07
2007-09-01,11,8.08824E-07
2007-09-02,12,8.82353E-07
2007-09-03,11,8.08824E-07
2007-09-04,13,9.55882E-07
2007-09-05,13,9.55882E-07
2007-09-06,9,6.61765E-07
2007-09-07,11,8.08824E-07
2007-09-08,8,5.88235E-07
2007-09-09,13,9.55882E-07
2007-09-10,13,9.55882E-07
2007-09-11,17,0.00000125
2007-09-12,13,9.55882E-07
2007-09-13,13,9.55882E-07
2007-09-14,13,9.55882E-07
2007-09-15,9,6.61765E-07
2007-09-16,13,9.55882E-07
2007-09-17,19,1.39706E-06
2007-09-18,17,0.00000125
2007-09-19,14,1.02941E-06
2007-09-20,19,1.39706E-06
2007-09-21,15,1.10294E-06
2007-09-22,5,3.67647E-07
2007-09-23,10,7.35294E-07
2007-09-24,11,8.08824E-07
2007-09-25,10,7.35294E-07
2007-09-26,12,8.82353E-07
2007-09-27,12,8.82353E-07
2007-09-28,10,7.35294E-07
2007-09-29,8,5.88235E-07
2007-09-30,13,9.55882E-07
2007-10-01,15,1.10294E-06
2007-10-02,10,7.35294E-07
2007-10-03,15,1.10294E-06
2007-10-04,9,6.61765E-07
2007-10-05,13,9.55882E-07
2007-10-06,7,5.14706E-07
2007-10-07,5,3.67647E-07
2007-10-08,15,1.10294E-06
2007-10-09,14,1.02941E-06
2007-10-10,23,1.69118E-06
2007-10-11,9,6.61765E-07
2007-10-12,18,1.32353E-06
2007-10-13,10,7.35294E-07
2007-10-14,10,7.35294E-07
2007-10-15,15,1.10294E-06
2007-10-16,4,2.94118E-07
2007-10-17,9,6.61765E-07
2007-10-18,3,2.20588E-07
2007-10-19,6,4.41176E-07
2007-10-20,3,2.20588E-07
2007-10-21,7,5.14706E-07
2007-10-22,10,7.35294E-07
2007-10-23,7,5.14706E-07
2007-10-24,11,8.08824E-07
2007-10-25,10,7.35294E-07
2007-10-26,10,7.35294E-07
2007-10-27,12,8.82353E-07
2007-10-28,8,5.88235E-07
2007-10-29,8,5.88235E-07
2007-10-30,8,5.88235E-07
2007-10-31,11,8.08824E-07
2007-11-01,9,6.61765E-07
2007-11-02,8,5.88235E-07
2007-11-03,9,6.61765E-07
2007-11-04,12,8.82353E-07
2007-11-05,3,2.20588E-07
2007-11-06,7,5.14706E-07
2007-11-07,18,1.32353E-06
2007-11-08,7,5.14706E-07
2007-11-09,7,5.14706E-07
2007-11-10,7,5.14706E-07
2007-11-11,5,3.67647E-07
2007-11-12,11,8.08824E-07
2007-11-13,13,9.55882E-07
2007-11-14,10,7.35294E-07
2007-11-15,9,6.61765E-07
2007-11-16,6,4.41176E-07
2007-11-17,7,5.14706E-07
2007-11-18,5,3.67647E-07
2007-11-19,8,5.88235E-07
2007-11-20,8,5.88235E-07
2007-11-21,5,3.67647E-07
2007-11-22,8,5.88235E-07
2007-11-23,7,5.14706E-07
2007-11-24,3,2.20588E-07
2007-11-25,1,7.35294E-08
2007-11-26,6,4.41176E-07
2007-11-27,7,5.14706E-07
2007-11-28,4,2.94118E-07
2007-11-29,6,4.41176E-07
2007-11-30,6,4.41176E-07
2007-12-01,9,6.61765E-07
2007-12-02,3,2.20588E-07
2007-12-03,7,5.14706E-07
2007-12-04,5,3.67647E-07
2007-12-05,3,2.20588E-07
2007-12-06,5,3.67647E-07
2007-12-07,9,6.61765E-07
2007-12-08,4,2.94118E-07
2007-12-09,1,7.35294E-08
2007-12-10,8,5.88235E-07
2007-12-11,6,4.41176E-07
2007-12-12,4,2.94118E-07
2007-12-13,10,7.35294E-07
2007-12-14,3,2.20588E-07
2007-12-15,1,7.35294E-08
2007-12-16,2,1.47059E-07
2007-12-17,4,2.94118E-07
2007-12-18,7,5.14706E-07
2007-12-19,8,5.88235E-07
2007-12-20,5,3.67647E-07
2007-12-21,8,5.88235E-07
2007-12-22,4,2.94118E-07
2007-12-23,5,3.67647E-07
2007-12-24,3,2.20588E-07
2007-12-25,7,5.14706E-07
2007-12-26,4,2.94118E-07
2007-12-27,6,4.41176E-07
2007-12-28,1,7.35294E-08
2007-12-29,3,2.20588E-07
2007-12-30,3,2.20588E-07
2007-12-31,7,5.14706E-07
2008-01-01,2,1.47059E-07
2008-01-02,9,6.61765E-07
2008-01-03,6,4.41176E-07
2008-01-04,8,5.88235E-07
2008-01-05,6,4.41176E-07
2008-01-06,5,3.67647E-07
2008-01-07,7,5.14706E-07
2008-01-08,6,4.41176E-07
2008-01-09,4,2.94118E-07
2008-01-10,7,5.14706E-07
2008-01-11,7,5.14706E-07
2008-01-12,7,5.14706E-07
2008-01-13,5,3.67647E-07
2008-01-14,10,7.35294E-07
2008-01-15,9,6.61765E-07
2008-01-16,1,7.35294E-08
2008-01-17,6,4.41176E-07
2008-01-18,8,5.88235E-07
2008-01-19,1,7.35294E-08
2008-01-20,6,4.41176E-07
2008-01-21,3,2.20588E-07
2008-01-22,3,2.20588E-07
2008-01-23,6,4.41176E-07
2008-01-24,2,1.47059E-07
2008-01-25,1,7.35294E-08
2008-01-26,6,4.41176E-07
2008-01-27,4,2.94118E-07
2008-01-28,7,5.14706E-07
2008-01-29,3,2.20588E-07
2008-01-30,1,7.35294E-08
2008-01-31,3,2.20588E-07
2008-02-01,9,6.61765E-07
2008-02-02,8,5.88235E-07
2008-02-03,1,7.35294E-08
2008-02-04,4,2.94118E-07
2008-02-05,9,6.61765E-07
2008-02-06,7,5.14706E-07
2008-02-07,3,2.20588E-07
2008-02-08,5,3.67647E-07
2008-02-09,3,2.20588E-07
2008-02-10,5,3.67647E-07
2008-02-11,3,2.20588E-07
2008-02-12,5,3.67647E-07
2008-02-13,5,3.67647E-07
2008-02-14,2,1.47059E-07
2008-02-15,1,7.35294E-08
2008-02-16,5,3.67647E-07
2008-02-17,4,2.94118E-07
2008-02-18,5,3.67647E-07
2008-02-19,5,3.67647E-07
2008-02-20,10,7.35294E-07
2008-02-21,7,5.14706E-07
2008-02-22,3,2.20588E-07
2008-02-23,3,2.20588E-07
2008-02-24,6,4.41176E-07
2008-02-25,8,5.88235E-07
2008-02-26,6,4.41176E-07
2008-02-27,6,4.41176E-07
2008-02-28,7,5.14706E-07
2008-02-29,4,2.94118E-07
2008-03-01,9,6.61765E-07
2008-03-02,6,4.41176E-07
2008-03-03,8,5.88235E-07
2008-03-04,7,5.14706E-07
2008-03-05,5,3.67647E-07
2008-03-06,9,6.61765E-07
2008-03-07,3,2.20588E-07
2008-03-08,3,2.20588E-07
2008-03-09,5,3.67647E-07
2008-03-10,11,8.08824E-07
2008-03-11,5,3.67647E-07
2008-03-12,3,2.20588E-07
2008-03-13,3,2.20588E-07
2008-03-14,7,5.14706E-07
2008-03-15,1,7.35294E-08
2008-03-16,4,2.94118E-07
2008-03-17,7,5.14706E-07
2008-03-18,6,4.41176E-07
2008-03-19,7,5.14706E-07
2008-03-20,4,2.94118E-07
2008-03-21,2,1.47059E-07
2008-03-22,6,4.41176E-07
2008-03-23,2,1.47059E-07
2008-03-24,5,3.67647E-07
2008-03-25,4,2.94118E-07
2008-03-26,7,5.14706E-07
2008-03-27,5,3.67647E-07
2008-03-28,12,8.82353E-07
2008-03-29,5,3.67647E-07
2008-03-30,2,1.47059E-07
2008-03-31,9,6.61765E-07
2008-04-01,11,8.08824E-07
2008-04-02,4,2.94118E-07
2008-04-03,8,5.88235E-07
2008-04-04,9,6.61765E-07
2008-04-05,4,2.94118E-07
2008-04-06,6,4.41176E-07
2008-04-07,4,2.94118E-07
2008-04-08,6,4.41176E-07
2008-04-09,7,5.14706E-07
2008-04-10,9,6.61765E-07
2008-04-11,7,5.14706E-07
2008-04-12,4,2.94118E-07
2008-04-13,8,5.88235E-07
2008-04-14,10,7.35294E-07
2008-04-15,2,1.47059E-07
2008-04-16,8,5.88235E-07
2008-04-17,4,2.94118E-07
2008-04-18,6,4.41176E-07
2008-04-19,10,7.35294E-07
2008-04-20,8,5.88235E-07
2008-04-21,6,4.41176E-07
2008-04-22,4,2.94118E-07
2008-04-23,4,2.94118E-07
2008-04-24,8,5.88235E-07
2008-04-25,10,7.35294E-07
2008-04-26,5,3.67647E-07
2008-04-27,6,4.41176E-07
2008-04-28,9,6.61765E-07
2008-04-29,6,4.41176E-07
2008-04-30,7,5.14706E-07
2008-05-01,9,6.61765E-07
2008-05-02,10,7.35294E-07
2008-05-03,8,5.88235E-07
2008-05-04,1,7.35294E-08
2008-05-05,4,2.94118E-07
2008-05-06,10,7.35294E-07
2008-05-07,5,3.67647E-07
2008-05-08,5,3.67647E-07
2008-05-09,10,7.35294E-07
2008-05-10,9,6.61765E-07
2008-05-11,7,5.14706E-07
2008-05-12,4,2.94118E-07
2008-05-13,5,3.67647E-07
2008-05-14,6,4.41176E-07
2008-05-15,10,7.35294E-07
2008-05-16,8,5.88235E-07
2008-05-17,4,2.94118E-07
2008-05-18,9,6.61765E-07
2008-05-19,5,3.67647E-07
2008-05-20,13,9.55882E-07
2008-05-21,8,5.88235E-07
2008-05-22,11,8.08824E-07
2008-05-23,11,8.08824E-07
2008-05-24,7,5.14706E-07
2008-05-25,4,2.94118E-07
2008-05-26,9,6.61765E-07
2008-05-27,9,6.61765E-07
2008-05-28,10,7.35294E-07
2008-05-29,8,5.88235E-07
2008-05-30,5,3.67647E-07
2008-05-31,4,2.94118E-07
2008-06-01,12,8.82353E-07
2008-06-02,9,6.61765E-07
2008-06-03,11,8.08824E-07
2008-06-04,12,8.82353E-07
2008-06-05,16,1.17647E-06
2008-06-06,13,9.55882E-07
2008-06-07,11,8.08824E-07
2008-06-08,7,5.14706E-07
2008-06-09,6,4.41176E-07
2008-06-10,9,6.61765E-07
2008-06-11,9,6.61765E-07
2008-06-12,8,5.88235E-07
2008-06-13,14,1.02941E-06
2008-06-14,12,8.82353E-07
2008-06-15,6,4.41176E-07
2008-06-16,7,5.14706E-07
2008-06-17,10,7.35294E-07
2008-06-18,7,5.14706E-07
2008-06-19,28,2.05882E-06
2008-06-20,12,8.82353E-07
2008-06-21,8,5.88235E-07
2008-06-22,10,7.35294E-07
2008-06-23,15,1.10294E-06
2008-06-24,13,9.55882E-07
2008-06-25,16,1.17647E-06
2008-06-26,12,8.82353E-07
2008-06-27,10,7.35294E-07
2008-06-28,10,7.35294E-07
2008-06-29,15,1.10294E-06
2008-06-30,19,1.39706E-06
2008-07-01,19,1.39706E-06
2008-07-02,16,1.17647E-06
2008-07-03,23,1.69118E-06
2008-07-04,19,1.39706E-06
2008-07-05,20,1.47059E-06
2008-07-06,18,1.32353E-06
2008-07-07,22,1.61765E-06
2008-07-08,22,1.61765E-06
2008-07-09,19,1.39706E-06
2008-07-10,13,9.55882E-07
2008-07-11,15,1.10294E-06
2008-07-12,10,7.35294E-07
2008-07-13,11,8.08824E-07
2008-07-14,20,1.47059E-06
2008-07-15,19,1.39706E-06
2008-07-16,17,0.00000125
2008-07-17,11,8.08824E-07
2008-07-18,9,6.61765E-07
2008-07-19,8,5.88235E-07
2008-07-20,12,8.82353E-07
2008-07-21,12,8.82353E-07
2008-07-22,22,1.61765E-06
2008-07-23,15,1.10294E-06
2008-07-24,15,1.10294E-06
2008-07-25,10,7.35294E-07
2008-07-26,15,1.10294E-06
2008-07-27,10,7.35294E-07
2008-07-28,13,9.55882E-07
2008-07-29,12,8.82353E-07
2008-07-30,19,1.39706E-06
2008-07-31,7,5.14706E-07
2008-08-01,26,1.91176E-06
2008-08-02,13,9.55882E-07
2008-08-03,12,8.82353E-07
2008-08-04,21,1.54412E-06
2008-08-05,21,1.54412E-06
2008-08-06,25,1.83824E-06
2008-08-07,15,1.10294E-06
2008-08-08,15,1.10294E-06
2008-08-09,10,7.35294E-07
2008-08-10,11,8.08824E-07
2008-08-11,20,1.47059E-06
2008-08-12,16,1.17647E-06
2008-08-13,12,8.82353E-07
2008-08-14,16,1.17647E-06
2008-08-15,23,1.69118E-06
2008-08-16,11,8.08824E-07
2008-08-17,5,3.67647E-07
2008-08-18,13,9.55882E-07
2008-08-19,22,1.61765E-06
2008-08-20,13,9.55882E-07
2008-08-21,18,1.32353E-06
2008-08-22,16,1.17647E-06
2008-08-23,14,1.02941E-06
2008-08-24,12,8.82353E-07
2008-08-25,20,1.47059E-06
2008-08-26,18,1.32353E-06
2008-08-27,20,1.47059E-06
2008-08-28,13,9.55882E-07
2008-08-29,9,6.61765E-07
2008-08-30,12,8.82353E-07
2008-08-31,8,5.88235E-07
2008-09-01,15,1.10294E-06
2008-09-02,14,1.02941E-06
2008-09-03,15,1.10294E-06
2008-09-04,12,8.82353E-07
2008-09-05,24,1.76471E-06
2008-09-06,9,6.61765E-07
2008-09-07,14,1.02941E-06
2008-09-08,9,6.61765E-07
2008-09-09,15,1.10294E-06
2008-09-10,15,1.10294E-06
2008-09-11,6,4.41176E-07
2008-09-12,11,8.08824E-07
2008-09-13,8,5.88235E-07
2008-09-14,6,4.41176E-07
2008-09-15,11,8.08824E-07
2008-09-16,5,3.67647E-07
2008-09-17,13,9.55882E-07
2008-09-18,8,5.88235E-07
2008-09-19,7,5.14706E-07
2008-09-20,6,4.41176E-07
2008-09-21,6,4.41176E-07
2008-09-22,12,8.82353E-07
2008-09-23,10,7.35294E-07
2008-09-24,9,6.61765E-07
2008-09-25,9,6.61765E-07
2008-09-26,11,8.08824E-07
2008-09-27,8,5.88235E-07
2008-09-28,5,3.67647E-07
2008-09-29,12,8.82353E-07
2008-09-30,7,5.14706E-07
2008-10-01,12,8.82353E-07
2008-10-02,7,5.14706E-07
2008-10-03,11,8.08824E-07
2008-10-04,12,8.82353E-07
2008-10-05,8,5.88235E-07
2008-10-06,7,5.14706E-07
2008-10-07,18,1.32353E-06
2008-10-08,14,1.02941E-06
2008-10-09,10,7.35294E-07
2008-10-10,13,9.55882E-07
2008-10-11,10,7.35294E-07
2008-10-12,9,6.61765E-07
2008-10-13,11,8.08824E-07
2008-10-14,17,0.00000125
2008-10-15,13,9.55882E-07
2008-10-16,19,1.39706E-06
2008-10-17,10,7.35294E-07
2008-10-18,8,5.88235E-07
2008-10-19,5,3.67647E-07
2008-10-20,8,5.88235E-07
2008-10-21,15,1.10294E-06
2008-10-22,6,4.41176E-07
2008-10-23,5,3.67647E-07
2008-10-24,12,8.82353E-07
2008-10-25,6,4.41176E-07
2008-10-26,5,3.67647E-07
2008-10-27,8,5.88235E-07
2008-10-28,11,8.08824E-07
2008-10-29,7,5.14706E-07
2008-10-30,10,7.35294E-07
2008-10-31,16,1.17647E-06
2008-11-01,12,8.82353E-07
2008-11-02,5,3.67647E-07
2008-11-03,13,9.55882E-07
2008-11-04,10,7.35294E-07
2008-11-05,4,2.94118E-07
2008-11-06,15,1.10294E-06
2008-11-07,8,5.88235E-07
2008-11-08,12,8.82353E-07
2008-11-09,3,2.20588E-07
2008-11-10,8,5.88235E-07
2008-11-11,9,6.61765E-07
2008-11-12,5,3.67647E-07
2008-11-13,8,5.88235E-07
2008-11-14,7,5.14706E-07
2008-11-15,8,5.88235E-07
2008-11-16,11,8.08824E-07
2008-11-17,11,8.08824E-07
2008-11-18,10,7.35294E-07
2008-11-19,8,5.88235E-07
2008-11-20,1,7.35294E-08
2008-11-21,11,8.08824E-07
2008-11-22,5,3.67647E-07
2008-11-23,1,7.35294E-08
2008-11-24,5,3.67647E-07
2008-11-25,11,8.08824E-07
2008-11-26,3,2.20588E-07
2008-11-27,8,5.88235E-07
2008-11-28,4,2.94118E-07
2008-11-29,5,3.67647E-07
2008-11-30,5,3.67647E-07
2008-12-01,7,5.14706E-07
2008-12-02,5,3.67647E-07
2008-12-03,6,4.41176E-07
2008-12-04,8,5.88235E-07
2008-12-05,6,4.41176E-07
2008-12-06,6,4.41176E-07
2008-12-07,6,4.41176E-07
2008-12-08,5,3.67647E-07
2008-12-09,2,1.47059E-07
2008-12-10,6,4.41176E-07
2008-12-11,2,1.47059E-07
2008-12-12,4,2.94118E-07
2008-12-13,5,3.67647E-07
2008-12-14,2,1.47059E-07
2008-12-15,6,4.41176E-07
2008-12-16,1,7.35294E-08
2008-12-17,4,2.94118E-07
2008-12-18,3,2.20588E-07
2008-12-19,2,1.47059E-07
2008-12-20,2,1.47059E-07
2008-12-21,5,3.67647E-07
2008-12-22,6,4.41176E-07
2008-12-23,4,2.94118E-07
2008-12-24,1,7.35294E-08
2008-12-25,4,2.94118E-07
2008-12-26,2,1.47059E-07
2008-12-27,6,4.41176E-07
2008-12-28,2,1.47059E-07
2008-12-29,4,2.94118E-07
2008-12-30,9,6.61765E-07
2008-12-31,6,4.41176E-07
2009-01-01,10,7.35294E-07
2009-01-02,7,5.14706E-07
2009-01-03,5,3.67647E-07
2009-01-04,4,2.94118E-07
2009-01-05,7,5.14706E-07
2009-01-06,5,3.67647E-07
2009-01-07,7,5.14706E-07
2009-01-08,7,5.14706E-07
2009-01-09,6,4.41176E-07
2009-01-10,4,2.94118E-07
2009-01-11,4,2.94118E-07
2009-01-12,5,3.67647E-07
2009-01-13,3,2.20588E-07
2009-01-14,5,3.67647E-07
2009-01-15,6,4.41176E-07
2009-01-16,1,7.35294E-08
2009-01-17,3,2.20588E-07
2009-01-18,3,2.20588E-07
2009-01-19,8,5.88235E-07
2009-01-20,4,2.94118E-07
2009-01-21,1,7.35294E-08
2009-01-22,2,1.47059E-07
2009-01-23,6,4.41176E-07
2009-01-24,1,7.35294E-08
2009-01-25,1,7.35294E-08
2009-01-26,4,2.94118E-07
2009-01-27,5,3.67647E-07
2009-01-28,4,2.94118E-07
2009-01-29,4,2.94118E-07
2009-01-30,4,2.94118E-07
2009-02-01,7,5.14706E-07
2009-02-02,3,2.20588E-07
2009-02-03,10,7.35294E-07
2009-02-04,3,2.20588E-07
2009-02-05,7,5.14706E-07
2009-02-06,5,3.67647E-07
2009-02-07,2,1.47059E-07
2009-02-08,6,4.41176E-07
2009-02-09,12,8.82353E-07
2009-02-10,5,3.67647E-07
2009-02-11,6,4.41176E-07
2009-02-12,4,2.94118E-07
2009-02-13,7,5.14706E-07
2009-02-14,3,2.20588E-07
2009-02-15,4,2.94118E-07
2009-02-16,6,4.41176E-07
2009-02-17,3,2.20588E-07
2009-02-18,5,3.67647E-07
2009-02-19,4,2.94118E-07
2009-02-20,6,4.41176E-07
2009-02-21,5,3.67647E-07
2009-02-22,4,2.94118E-07
2009-02-23,7,5.14706E-07
2009-02-24,5,3.67647E-07
2009-02-25,10,7.35294E-07
2009-02-26,5,3.67647E-07
2009-02-27,7,5.14706E-07
2009-02-28,6,4.41176E-07
2009-03-01,6,4.41176E-07
2009-03-02,8,5.88235E-07
2009-03-03,2,1.47059E-07
2009-03-04,2,1.47059E-07
2009-03-05,3,2.20588E-07
2009-03-06,4,2.94118E-07
2009-03-07,6,4.41176E-07
2009-03-08,3,2.20588E-07
2009-03-09,6,4.41176E-07
2009-03-10,4,2.94118E-07
2009-03-11,3,2.20588E-07
2009-03-12,3,2.20588E-07
2009-03-13,6,4.41176E-07
2009-03-14,2,1.47059E-07
2009-03-15,3,2.20588E-07
2009-03-16,6,4.41176E-07
2009-03-17,4,2.94118E-07
2009-03-18,3,2.20588E-07
2009-03-19,4,2.94118E-07
2009-03-20,5,3.67647E-07
2009-03-21,4,2.94118E-07
2009-03-22,4,2.94118E-07
2009-03-23,5,3.67647E-07
2009-03-24,7,5.14706E-07
2009-03-25,5,3.67647E-07
2009-03-26,6,4.41176E-07
2009-03-27,9,6.61765E-07
2009-03-28,2,1.47059E-07
2009-03-29,3,2.20588E-07
2009-03-30,8,5.88235E-07
2009-03-31,6,4.41176E-07
2009-04-01,12,8.82353E-07
2009-04-02,5,3.67647E-07
2009-04-03,7,5.14706E-07
2009-04-04,7,5.14706E-07
2009-04-05,3,2.20588E-07
2009-04-06,6,4.41176E-07
2009-04-07,9,6.61765E-07
2009-04-08,4,2.94118E-07
2009-04-09,5,3.67647E-07
2009-04-10,4,2.94118E-07
2009-04-11,2,1.47059E-07
2009-04-12,3,2.20588E-07
2009-04-13,3,2.20588E-07
2009-04-14,6,4.41176E-07
2009-04-15,6,4.41176E-07
2009-04-16,4,2.94118E-07
2009-04-17,8,5.88235E-07
2009-04-18,1,7.35294E-08
2009-04-19,2,1.47059E-07
2009-04-20,5,3.67647E-07
2009-04-21,2,1.47059E-07
2009-04-22,4,2.94118E-07
2009-04-23,4,2.94118E-07
2009-04-24,5,3.67647E-07
2009-04-25,8,5.88235E-07
2009-04-26,1,7.35294E-08
2009-04-27,1,7.35294E-08
2009-04-28,4,2.94118E-07
2009-04-29,6,4.41176E-07
2009-04-30,8,5.88235E-07
2009-05-01,5,3.67647E-07
2009-05-02,8,5.88235E-07
2009-05-03,3,2.20588E-07
2009-05-04,5,3.67647E-07
2009-05-05,5,3.67647E-07
2009-05-06,7,5.14706E-07
2009-05-07,6,4.41176E-07
2009-05-08,4,2.94118E-07
2009-05-09,2,1.47059E-07
2009-05-10,8,5.88235E-07
2009-05-11,5,3.67647E-07
2009-05-12,7,5.14706E-07
2009-05-13,7,5.14706E-07
2009-05-14,3,2.20588E-07
2009-05-15,3,2.20588E-07
2009-05-16,7,5.14706E-07
2009-05-17,6,4.41176E-07
2009-05-18,3,2.20588E-07
2009-05-19,6,4.41176E-07
2009-05-20,11,8.08824E-07
2009-05-21,7,5.14706E-07
2009-05-22,2,1.47059E-07
2009-05-23,8,5.88235E-07
2009-05-24,5,3.67647E-07
2009-05-25,3,2.20588E-07
2009-05-26,7,5.14706E-07
2009-05-27,3,2.20588E-07
2009-05-28,9,6.61765E-07
2009-05-29,14,1.02941E-06
2009-05-30,6,4.41176E-07
2009-05-31,11,8.08824E-07
2009-06-01,21,1.54412E-06
2009-06-02,8,5.88235E-07
2009-06-03,9,6.61765E-07
2009-06-04,16,1.17647E-06
2009-06-05,11,8.08824E-07
2009-06-06,6,4.41176E-07
2009-06-07,4,2.94118E-07
2009-06-08,8,5.88235E-07
2009-06-09,12,8.82353E-07
2009-06-10,9,6.61765E-07
2009-06-11,8,5.88235E-07
2009-06-12,10,7.35294E-07
2009-06-13,10,7.35294E-07
2009-06-14,5,3.67647E-07
2009-06-15,8,5.88235E-07
2009-06-16,13,9.55882E-07
2009-06-17,13,9.55882E-07
2009-06-18,5,3.67647E-07
2009-06-19,10,7.35294E-07
2009-06-20,9,6.61765E-07
2009-06-21,11,8.08824E-07
2009-06-22,10,7.35294E-07
2009-06-23,6,4.41176E-07
2009-06-24,6,4.41176E-07
2009-06-25,7,5.14706E-07
2009-06-26,11,8.08824E-07
2009-06-27,9,6.61765E-07
2009-06-28,5,3.67647E-07
2009-06-29,11,8.08824E-07
2009-06-30,9,6.61765E-07
2009-07-01,16,1.17647E-06
2009-07-02,14,1.02941E-06
2009-07-03,14,1.02941E-06
2009-07-04,13,9.55882E-07
2009-07-05,11,8.08824E-07
2009-07-06,16,1.17647E-06
2009-07-07,15,1.10294E-06
2009-07-08,12,8.82353E-07
2009-07-09,13,9.55882E-07
2009-07-10,16,1.17647E-06
2009-07-11,8,5.88235E-07
2009-07-12,7,5.14706E-07
2009-07-13,17,0.00000125
2009-07-14,21,1.54412E-06
2009-07-15,18,1.32353E-06
2009-07-16,18,1.32353E-06
2009-07-17,20,1.47059E-06
2009-07-18,12,8.82353E-07
2009-07-19,11,8.08824E-07
2009-07-20,9,6.61765E-07
2009-07-21,15,1.10294E-06
2009-07-22,15,1.10294E-06
